publishedAt,title,description,thumbnailurl
2019-06-20T19:00:07Z,10 Easy And Fancy Dinner Recipes • Tasty,"Dinner this week just got a whole lot easier! If you want more of Tasty, check out our merch here: https://amzn.to/2GJ2xvv Subscribe to Tasty: ...",https://i.ytimg.com/vi/XBJKi2tcKkE/default.jpg
2020-04-10T15:00:06Z,3-Minute Vs. 30-Minute Vs. 3-Hour Curry • Tasty,"Kanchan teaches us how to make a 3-minute, 30-minute, and 3-hour curry. Which one will you try first? Follow Kanchan on Instagram: ...",https://i.ytimg.com/vi/ChLHWoXitQU/default.jpg
2020-04-19T19:00:02Z,I Tried A 140-Year-Old Cake Recipe • Tasty,The past few years have seen a Red Velvet explosion! Hannah Hart explores the history of when and where these colorful cakes come from. Follow Hannah ...,https://i.ytimg.com/vi/7cvciybJJUM/default.jpg
2019-09-28T22:00:02Z,Indulging Snacks You&#39;ll Crave All Day Long • Tasty,Satisfy those hunger pangs with these delicious snacks! Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 ...,https://i.ytimg.com/vi/OYSkbiGeFEA/default.jpg
2020-04-12T00:00:09Z,"Saturday Night Passover Seder feat. Dan Levy, Finn Wolfhard, Billy Porter, Idina Menzel &amp; More","Welcome to our Seder table. Sit back (seriously, recline!) and join your favorite stars to celebrate Passover through music and comedy as we raise funds for the ...",https://i.ytimg.com/vi/QGRsH2Qti_Q/default.jpg
2020-05-21T19:30:03Z,I Made 3 Meals With Only 5 Ingredients • Tasty,Don't have a lot in your kitchen? Matt shows you how to cook for a full day with only 5 ingredients. Check out the recipes here (available on iOS): ...,https://i.ytimg.com/vi/RLNkCcnTPYM/default.jpg
2019-11-30T02:00:00Z,Apple Pie 7 Ways • Tasty,Why stop at 1 way to eat apple pie when you can have 7? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 ...,https://i.ytimg.com/vi/AOqGDm7l9z0/default.jpg
2018-09-21T16:00:03Z,43 Easy 3-Ingredient Recipes,Find all the recipes in this video here: https://tasty.co/compilation/44-easy-3-ingredient-recipes To check out classic Tasty recipes on our NEW @Tasty Recipes ...,https://i.ytimg.com/vi/IFe6ag34eMg/default.jpg
2019-12-20T17:00:18Z,I Tested The Grilled Cheese Sandwich Toaster • Tasty,Is this grilled cheese sandwich toaster worth the hype? Get the toaster for yourself: https://amzn.to/34DIkj0 Shop the NEW Tasty Merch: ...,https://i.ytimg.com/vi/uvDlArbplEY/default.jpg
2020-04-29T19:02:31Z,Pie Challenge: Would You Rather Have A Pretzel Pie or Chocolate Pecan Pie? • Tasty,Betsy's crushed pretzel pie or Amanda's chocolate pecan pie? Follow Betsy on Instagram: instagram.com/livinmybetslife/ Follow Amanda on Instagram: ...,https://i.ytimg.com/vi/mMaK2p9-8_Y/default.jpg
2020-01-24T20:00:02Z,6 Mouthwatering Donut Recipes • Tasty,"Donut worry about it, we won't judge if you eat every single one. Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...",https://i.ytimg.com/vi/D-pRTLuI4Ls/default.jpg
2019-07-16T16:00:04Z,10 Pancake Stacks You Won&#39;t Be Able To Resist • Tasty,"These pancake stacks are irresistible! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the world's largest ...",https://i.ytimg.com/vi/I5NIWGpil8Q/default.jpg
2018-09-29T22:00:02Z,Late Night Snacks pt. 2,Get the recipe! - https://tasty.co/compilation/late-night-snacks-pt-2 Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Check us out on Facebook!,https://i.ytimg.com/vi/NRxu32EmWRY/default.jpg
2018-10-23T19:00:08Z,Killer Halloween Recipes and Decorations,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/68737 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/juKWOTRpbsg/default.jpg
2020-02-19T17:00:11Z,15-Minute Vs. 50-Minute Vs. 5-Hour Donuts • Tasty,Donuts are delightfully delicious! Here are three different ways to enjoy this wonderful treat! Follow Joe Sasto On Instagram: ...,https://i.ytimg.com/vi/PUs3XYKVmjU/default.jpg
2020-03-09T16:00:02Z,I Tested Amazon&#39;s Best-Selling Air Fryer • Tasty,"Alix is testing Amazon's best selling air fryer, the Ninja AF Max XL. How well will it actually work? We're testing it out for you! Order your own Ninja Airfryer now: ...",https://i.ytimg.com/vi/8K7XiEOx3Fw/default.jpg
2019-11-12T17:00:09Z,3-Minute Vs. 3-Hour Vs. 3-Day Pizza • Tasty,"Celebrate the holidays with new Tasty Talent, Joe Sasto, as he shares 3 amazing pizza recipes for 3 different occasions. Follow Joe on Instagram: ...",https://i.ytimg.com/vi/uuq-clz_IPU/default.jpg
2020-02-23T17:00:01Z,10 British Desserts We Should All Be Making • Tasty,Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things ...,https://i.ytimg.com/vi/aseAakq4Qiw/default.jpg
2019-11-21T20:00:08Z,Can These Chefs Create This Kid&#39;s Dream Breakfast? • Tasty,Tasty Chefs Katie and Rie compete to turn Lynea's mystical creature drawing into incredible real-world dishes with the help of Jimmy Dean® Biscuit Roll-Ups.,https://i.ytimg.com/vi/knwU3QdHVUg/default.jpg
2019-12-03T23:00:04Z,6 Warm And Hearty Ratatouille Recipes • Tasty,Ratatouille is mesmerizing to look at and delicious to eat. These 6 recipes will be the showstoppers you need whilst filling your stomach! Shop the NEW Tasty ...,https://i.ytimg.com/vi/O8JASd1jdZ0/default.jpg
2020-03-24T20:30:02Z,I Tested The Most Popular Hot Dog Toaster • Tasty,Check out the Hot Dog Toaster here! https://bzfd.it/2UfiH61 Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 ...,https://i.ytimg.com/vi/qO0hjitaLzU/default.jpg
2020-05-24T19:30:01Z,How To BBQ on a Stove Top Grill • Tasty,No grill for a backyard BBQ? No worries! Let us show you how to get that genuine barbecue feel from this stove top grill straight from amazon! Jermaine's latest ...,https://i.ytimg.com/vi/pqMRaMdXQVo/default.jpg
2017-11-02T16:00:32Z,25 Chicken Recipes,Reserve the One Top: http://bit.ly/2v0iast Looking for a specific recipe? Here's the list of them in order: 00:10 Creamy Chicken Bacon Pesto Pasta ...,https://i.ytimg.com/vi/jPOxWOE-3Xk/default.jpg
2018-10-18T22:00:00Z,17 Tasty Pie Recipes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/68681 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/A5rUhGZk4ds/default.jpg
2018-02-11T20:00:29Z,25 Mac &#39;N&#39; Cheese Recipes,Reserve the One Top: http://bit.ly/2v0iast Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/47238 ...,https://i.ytimg.com/vi/LDVlaYYjf-w/default.jpg
2018-12-11T20:00:02Z,10 Rice Recipes To Fill You Up For Dinner,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/73092 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/TSE-LfuoEVs/default.jpg
2019-05-24T18:01:15Z,Making It Big: Season 1,Follow Alvin as he transforms his friends' food dreams into big realities!,https://i.ytimg.com/vi/q5Un0Dd0TIU/default.jpg
2020-04-17T18:57:28Z,Cooking At Home,,https://i.ytimg.com/vi/63nD0oPjQTo/default.jpg
2019-07-12T23:26:52Z,Make It Fancy,,https://i.ytimg.com/vi/BcfJjV0MpXY/default.jpg
2019-11-14T19:53:30Z,Eating Your Feed : Season 3,,https://i.ytimg.com/vi/3WRxo-4pLTY/default.jpg
2016-03-23T22:21:53Z,Dinner,,https://i.ytimg.com/vi/63nD0oPjQTo/default.jpg
2019-05-24T17:30:15Z,"I Draw, You Cook : Season 2",Two chefs compete to create a dish based off a child's wild imagination.,https://i.ytimg.com/vi/vJqEYwrcLBs/default.jpg
2019-11-07T21:53:25Z,"I Draw, You Cook : Season 3",,https://i.ytimg.com/vi/PjiF8XmVDso/default.jpg
2019-10-25T16:55:57Z,Holiday Recipes,,https://i.ytimg.com/vi/NG2EBvK7cIk/default.jpg
2019-08-23T18:36:12Z,Chef Out Of Water,,https://i.ytimg.com/vi/RPGHKJUOl8I/default.jpg
2016-03-23T23:16:08Z,Desserts,,https://i.ytimg.com/vi/tcNrpY65ppE/default.jpg
